"querynumero","execucaonumero","tempoexecucao"
14,45,"0.000102"
14,46,"0.000102"
14,47,"0.000102"
14,48,"0.000102"
14,49,"0.000103"
14,50,"0.000170"
15,1,"0.000155"
15,2,"0.000104"
15,3,"0.000101"
15,4,"0.000099"
15,5,"0.000099"
15,6,"0.000155"
15,7,"0.000245"
15,8,"0.000186"
15,9,"0.000114"
15,10,"0.000100"
15,11,"0.000098"
15,12,"0.000098"
15,13,"0.000099"
15,14,"0.000154"
15,15,"0.000158"
15,16,"0.000117"
15,17,"0.000152"
15,18,"0.000125"
15,19,"0.000143"
15,20,"0.000105"
15,21,"0.000107"
15,22,"0.000099"
15,23,"0.000098"
15,24,"0.000097"
15,25,"0.000098"
15,26,"0.000098"
15,27,"0.000180"
15,28,"0.000153"
15,29,"0.000112"
15,30,"0.000098"
15,31,"0.000098"
15,32,"0.000097"
15,33,"0.000097"
15,34,"0.000097"
15,35,"0.000098"
15,36,"0.000098"
15,37,"0.000097"
15,38,"0.000106"
15,39,"0.000097"
15,40,"0.000097"
15,41,"0.001357"
15,42,"0.000241"
15,43,"0.000111"
15,44,"0.000100"
15,45,"0.000099"
15,46,"0.000099"
15,47,"0.000098"
15,48,"0.000098"
15,49,"0.000098"
15,50,"0.000190"
16,1,"0.000306"
16,2,"0.000111"
16,3,"0.000099"
16,4,"0.000096"
16,5,"0.000096"
16,6,"0.000107"
16,7,"0.000097"
16,8,"0.000094"
16,9,"0.000094"
16,10,"0.000093"
16,11,"0.000093"
16,12,"0.000093"
16,13,"0.000094"
16,14,"0.000094"
16,15,"0.000093"
16,16,"0.000102"
16,17,"0.000094"
16,18,"0.000093"
16,19,"0.000095"
16,20,"0.000736"
16,21,"0.000142"
16,22,"0.000097"
16,23,"0.000095"
16,24,"0.000094"
16,25,"0.000094"
16,26,"0.000094"
16,27,"0.000094"
16,28,"0.000103"
16,29,"0.000096"
16,30,"0.000094"
16,31,"0.000093"
16,32,"0.000094"
16,33,"0.000094"
16,34,"0.000093"
16,35,"0.000094"
16,36,"0.000094"
16,37,"0.000101"
16,38,"0.000094"
16,39,"0.000093"
16,40,"0.000094"
16,41,"0.000093"
16,42,"0.000093"
16,43,"0.000093"
16,44,"0.000093"
16,45,"0.000093"
16,46,"0.000093"
16,47,"0.000101"
16,48,"0.000093"
16,49,"0.000092"
16,50,"0.000092"
17,1,"0.000078"
17,2,"0.000068"
17,3,"0.000067"
17,4,"0.000067"
17,5,"0.000066"
17,6,"0.000066"
17,7,"0.000066"
17,8,"0.000073"
17,9,"0.000068"
17,10,"0.000066"
17,11,"0.000066"
17,12,"0.000066"
17,13,"0.000066"
17,14,"0.000067"
17,15,"0.000066"
17,16,"0.000066"
17,17,"0.000066"
17,18,"0.000066"
17,19,"0.000065"
17,20,"0.000066"
17,21,"0.000066"
17,22,"0.000068"
17,23,"0.000066"
17,24,"0.000066"
17,25,"0.000067"
17,26,"0.000066"
17,27,"0.000066"
17,28,"0.000066"
17,29,"0.000066"
17,30,"0.000066"
17,31,"0.000067"
17,32,"0.000066"
17,33,"0.000066"
17,34,"0.000066"
17,35,"0.000068"
17,36,"0.000066"
17,37,"0.000066"
17,38,"0.000066"
17,39,"0.000066"
17,40,"0.000066"
17,41,"0.000065"
17,42,"0.000066"
17,43,"0.000066"
17,44,"0.000066"
17,45,"0.000065"
17,46,"0.000066"
17,47,"0.000066"
17,48,"0.000074"
17,49,"0.000065"
17,50,"0.000066"
18,1,"0.000282"
18,2,"0.000210"
18,3,"0.000206"
18,4,"0.000211"
18,5,"0.000203"
18,6,"0.000200"
18,7,"0.000202"
18,8,"0.000215"
18,9,"0.000208"
18,10,"0.000205"
18,11,"0.000208"
18,12,"0.000203"
18,13,"0.000221"
18,14,"0.000210"
18,15,"0.000201"
18,16,"0.000201"
18,17,"0.000208"
18,18,"0.001720"
18,19,"0.000467"
18,20,"0.000484"
18,21,"0.000421"
18,22,"0.000346"
18,23,"0.000247"
18,24,"0.000221"
18,25,"0.000208"
18,26,"0.000209"
18,27,"0.000201"
18,28,"0.000202"
18,29,"0.000217"
18,30,"0.000207"
18,31,"0.000202"
18,32,"0.000201"
18,33,"0.000238"
18,34,"0.000233"
18,35,"0.000203"
18,36,"0.000200"
18,37,"0.000201"
18,38,"0.000210"
18,39,"0.000201"
18,40,"0.000200"
18,41,"0.000201"
18,42,"0.000207"
18,43,"0.000202"
18,44,"0.000200"
18,45,"0.000201"
18,46,"0.000203"
18,47,"0.000235"
18,48,"0.000296"
18,49,"0.000268"
18,50,"0.000402"
19,1,"0.000136"
19,2,"0.000084"
19,3,"0.000082"
19,4,"0.000348"
19,5,"0.000197"
19,6,"0.000105"
19,7,"0.000101"
19,8,"0.000097"
19,9,"0.000080"
19,10,"0.000079"
19,11,"0.000080"
19,12,"0.000079"
19,13,"0.000080"
19,14,"0.000086"
19,15,"0.000080"
19,16,"0.000080"
19,17,"0.000079"
19,18,"0.000079"
19,19,"0.000080"
19,20,"0.000079"
19,21,"0.000079"
19,22,"0.000079"
19,23,"0.000080"
19,24,"0.000078"
19,25,"0.000086"
19,26,"0.000081"
19,27,"0.000084"
19,28,"0.000080"
19,29,"0.000080"
19,30,"0.000080"
19,31,"0.000079"
19,32,"0.000079"
19,33,"0.000080"
19,34,"0.000079"
19,35,"0.000079"
19,36,"0.000095"
19,37,"0.000081"
19,38,"0.000079"
19,39,"0.000079"
19,40,"0.000080"
19,41,"0.000079"
19,42,"0.000080"
19,43,"0.000079"
19,44,"0.000079"
19,45,"0.000080"
19,46,"0.000080"
19,47,"0.000086"
19,48,"0.000081"
19,49,"0.000080"
19,50,"0.000079"
20,1,"0.000075"
20,2,"0.000063"
20,3,"0.000062"
20,4,"0.000061"
20,5,"0.000061"
20,6,"0.000061"
20,7,"0.000060"
20,8,"0.000060"
20,9,"0.000060"
20,10,"0.000067"
20,11,"0.000061"
20,12,"0.000061"
20,13,"0.000060"
20,14,"0.000060"
20,15,"0.000060"
20,16,"0.000060"
20,17,"0.000060"
20,18,"0.000060"
20,19,"0.000060"
20,20,"0.000061"
20,21,"0.000061"
20,22,"0.001508"
20,23,"0.000311"
20,24,"0.000108"
20,25,"0.000082"
20,26,"0.000066"
20,27,"0.000063"
20,28,"0.000062"
20,29,"0.000061"
20,30,"0.000061"
20,31,"0.000061"
20,32,"0.000060"
20,33,"0.000061"
20,34,"0.000060"
20,35,"0.000134"
20,36,"0.000067"
20,37,"0.000061"
20,38,"0.000112"
20,39,"0.000078"
20,40,"0.000062"
20,41,"0.000061"
20,42,"0.000061"
20,43,"0.000060"
20,44,"0.000060"
20,45,"0.000060"
20,46,"0.000060"
20,47,"0.000060"
20,48,"0.000060"
20,49,"0.000060"
20,50,"0.000060"
21,1,"0.000122"
21,2,"0.000066"
21,3,"0.000065"
21,4,"0.000064"
21,5,"0.000065"
21,6,"0.000065"
21,7,"0.000072"
21,8,"0.000066"
21,9,"0.000065"
21,10,"0.000063"
21,11,"0.000064"
21,12,"0.000064"
21,13,"0.000064"
21,14,"0.000071"
21,15,"0.000064"
21,16,"0.000065"
21,17,"0.000064"
21,18,"0.000064"
21,19,"0.000064"
21,20,"0.000064"
21,21,"0.000064"
21,22,"0.000064"
21,23,"0.000064"
21,24,"0.000064"
21,25,"0.000064"
21,26,"0.000064"
21,27,"0.000071"
21,28,"0.000065"
21,29,"0.000064"
21,30,"0.000065"
21,31,"0.000064"
21,32,"0.000064"
21,33,"0.000065"
21,34,"0.000063"
21,35,"0.000064"
21,36,"0.000064"
21,37,"0.000063"
21,38,"0.000064"
21,39,"0.000064"
21,40,"0.000064"
21,41,"0.000073"
21,42,"0.000064"
21,43,"0.000064"
21,44,"0.000064"
21,45,"0.000064"
21,46,"0.000064"
21,47,"0.000064"
21,48,"0.000069"
21,49,"0.000065"
21,50,"0.000064"
22,1,"0.001722"
22,2,"0.000677"
22,3,"0.000550"
22,4,"0.000529"
22,5,"0.000527"
22,6,"0.000535"
22,7,"0.000524"
22,8,"0.000527"
22,9,"0.000536"
22,10,"0.000547"
22,11,"0.000528"
22,12,"0.000517"
22,13,"0.000573"
22,14,"0.001999"
22,15,"0.000659"
22,16,"0.000581"
22,17,"0.000594"
22,18,"0.000536"
22,19,"0.000537"
22,20,"0.000532"
22,21,"0.000550"
22,22,"0.000526"
22,23,"0.000529"
22,24,"0.000539"
22,25,"0.000756"
22,26,"0.000794"
22,27,"0.000649"
22,28,"0.001527"
22,29,"0.000681"
22,30,"0.000585"
22,31,"0.000571"
22,32,"0.000593"
22,33,"0.000574"
22,34,"0.000612"
22,35,"0.001055"
22,36,"0.002466"
22,37,"0.000915"
22,38,"0.000600"
22,39,"0.000554"
22,40,"0.000541"
22,41,"0.000522"
22,42,"0.000534"
22,43,"0.000520"
22,44,"0.000535"
22,45,"0.000526"
22,46,"0.000535"
22,47,"0.000526"
22,48,"0.000618"
22,49,"0.000560"
22,50,"0.000569"
23,1,"0.000648"
23,2,"0.000319"
23,3,"0.000285"
23,4,"0.000272"
23,5,"0.000265"
23,6,"0.000263"
23,7,"0.000276"
23,8,"0.000263"
23,9,"0.000261"
23,10,"0.000263"
23,11,"0.000422"
23,12,"0.000299"
23,13,"0.000278"
23,14,"0.000270"
23,15,"0.001023"
23,16,"0.000438"
23,17,"0.001699"
23,18,"0.000588"
23,19,"0.000305"
23,20,"0.000270"
23,21,"0.000279"
23,22,"0.000279"
23,23,"0.000266"
23,24,"0.000288"
23,25,"0.000291"
23,26,"0.000264"
23,27,"0.000261"
23,28,"0.000271"
23,29,"0.000262"
23,30,"0.000263"
23,31,"0.000261"
23,32,"0.000269"
23,33,"0.000263"
23,34,"0.000260"
23,35,"0.000287"
23,36,"0.000271"
23,37,"0.000263"
23,38,"0.000264"
23,39,"0.000268"
23,40,"0.000263"
23,41,"0.000261"
23,42,"0.000269"
23,43,"0.000265"
23,44,"0.000263"
23,45,"0.000263"
23,46,"0.000268"
23,47,"0.000264"
23,48,"0.000264"
23,49,"0.000261"
23,50,"0.000272"
24,1,"0.000572"
24,2,"0.000320"
24,3,"0.000252"
24,4,"0.000240"
24,5,"0.000238"
24,6,"0.000434"
24,7,"0.000310"
24,8,"0.000332"
24,9,"0.000259"
24,10,"0.000239"
24,11,"0.000234"
24,12,"0.000243"
24,13,"0.000234"
24,14,"0.000233"
24,15,"0.000234"
24,16,"0.024434"
24,17,"0.000331"
24,18,"0.000256"
24,19,"0.000257"
24,20,"0.000246"
24,21,"0.000243"
24,22,"0.000243"
24,23,"0.000253"
24,24,"0.000241"
24,25,"0.000240"
24,26,"0.000240"
24,27,"0.000256"
24,28,"0.000266"
24,29,"0.000466"
24,30,"0.000281"
24,31,"0.000250"
24,32,"0.000273"
24,33,"0.000247"
24,34,"0.000244"
24,35,"0.000263"
24,36,"0.000246"
24,37,"0.000240"
24,38,"0.000237"
24,39,"0.000335"
24,40,"0.000256"
24,41,"0.000242"
24,42,"0.000249"
24,43,"0.000528"
24,44,"0.000709"
24,45,"0.000292"
24,46,"0.000248"
24,47,"0.002590"
24,48,"0.000373"
24,49,"0.000382"
24,50,"0.000289"
25,1,"0.000945"
25,2,"0.000645"
25,3,"0.000459"
25,4,"0.000389"
25,5,"0.000376"
25,6,"0.000497"
25,7,"0.003711"
25,8,"0.000604"
25,9,"0.000642"
25,10,"0.000424"
25,11,"0.002726"
25,12,"0.000534"
25,13,"0.000440"
25,14,"0.000367"
25,15,"0.003529"
25,16,"0.000437"
25,17,"0.000398"
25,18,"0.000381"
25,19,"0.000385"
25,20,"0.000400"
25,21,"0.000383"
25,22,"0.000439"
25,23,"0.000378"
25,24,"0.000445"
25,25,"0.000374"
25,26,"0.000342"
25,27,"0.000361"
25,28,"0.000348"
25,29,"0.000338"
25,30,"0.000629"
25,31,"0.000381"
25,32,"0.000371"
25,33,"0.000346"
25,34,"0.000347"
25,35,"0.000360"
25,36,"0.000334"
25,37,"0.000341"
25,38,"0.000334"
25,39,"0.000332"
25,40,"0.000361"
25,41,"0.000352"
25,42,"0.000340"
25,43,"0.000357"
25,44,"0.000342"
25,45,"0.000359"
25,46,"0.000371"
25,47,"0.000352"
25,48,"0.000393"
25,49,"0.000405"
25,50,"0.002746"
26,1,"0.001290"
26,2,"0.000507"
26,3,"0.000435"
26,4,"0.000429"
26,5,"0.000405"
26,6,"0.000420"
26,7,"0.000417"
26,8,"0.000401"
26,9,"0.000417"
26,10,"0.000405"
26,11,"0.000599"
26,12,"0.000538"
26,13,"0.000483"
26,14,"0.000438"
26,15,"0.000434"
26,16,"0.000409"
26,17,"0.000415"
26,18,"0.000405"
